name,ID,clp1p__vs_wtp__p.val,clp1s__vs_wts__p.val,clp2p__vs_wtp__p.val,clp2s__vs_wts__p.val,clp1p__vs_wtp__p.adj,clp1s__vs_wts__p.adj,clp2p__vs_wtp__p.adj,clp2s__vs_wts__p.adj,clp1p__vs_wtp__significant,clp1s__vs_wts__significant,clp2p__vs_wtp__significant,clp2s__vs_wts__significant,significant,clp1p__vs_wtp__ratio,clp1s__vs_wts__ratio,clp2p__vs_wtp__ratio,clp2s__vs_wts__ratio,clp1p__centered,clp1s__centered,clp2p__centered,clp2s__centered,wtp__centered,wts__centered
LTP2,AT2G38530.1,0.7234313891223856,0.5400568881863181,0.20599523079584034,0.2543808655578284,0.751,0.771,0.335,0.861,FALSE,FALSE,FALSE,FALSE,FALSE,0.155,0.269,-0.609,-0.506,-0.389,0.946,-1.15,0.172,-0.543,0.678
LYR family of Fe/S cluster biogenesis protein,AT5G61220.3,0.5553679062158059,0.24830638213508635,0.8736571724979378,0.33165422303517833,0.704,0.586,0.643,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0914,-0.181,-0.0265,-0.152,0.296,-0.388,0.361,-0.359,0.387,-0.207
LYR motif-containing protein At3g19508,AT3G19508.1,0.8359513238598396,0.21680115069773112,0.5164030838056068,0.5843304264793073,0.775,0.547,0.529,0.916,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0661,0.402,0.225,0.175,-0.127,0.232,0.164,0.00452,-0.0611,-0.171
LYSA1,AT5G11880.1,0.5288903117958892,0.7962357901489016,0.9328735033487728,0.8927766874228786,0.695,0.836,0.656,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,0.299,-0.122,-0.043,0.0637,0.52,-0.395,0.178,-0.209,0.221,-0.272
LYSA2,AT5G11880.1,0.4973738107410115,0.43896087126263394,0.7090396076956117,0.06013265288960405,0.683,0.729,0.599,0.694,FALSE,FALSE,FALSE,FALSE,FALSE,0.268,-0.306,-0.158,-0.774,0.767,-0.453,0.34,-0.921,0.499,-0.147
MCCA,AT1G03090.2,0.443429631427096,0.16246065034076046,0.26225161809487463,0.002843497643764797,0.66,0.463,0.379,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,-0.259,-0.48,-0.413,-1.13,0.602,-0.543,0.448,-1.19,0.861,-0.0626
MDAR6,AT1G63940.4,0.13872038995993083,0.07823415456285071,0.028374456345507924,0.19921421715204227,0.398,0.26,0.108,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,-0.229,-0.275,-0.379,-0.197,0.771,-0.864,0.621,-0.785,1,-0.588
MDH,AT3G47520.1,0.9012295285238361,0.8364872333332449,0.16065590058367754,0.055717188450254626,0.787,0.843,0.299,0.682,FALSE,FALSE,FALSE,FALSE,FALSE,0.0456,-0.0758,-0.571,-0.738,1.52,-1.03,0.902,-1.69,1.47,-0.952
MED37A,AT5G28540.1,0.03992172053578454,0.7605124252738311,0.17520075863955856,0.9293077197064608,0.193,0.829,0.311,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,-1.09,-0.153,-0.754,0.0446,-2.54,1.76,-2.2,1.96,-1.44,1.91
MED37C,AT5G02500.1,0.7459076460386022,0.640409242037918,0.900641997918137,0.9122803669109615,0.757,0.802,0.649,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,-0.143,-0.206,-0.0594,-0.0486,-0.907,0.641,-0.823,0.799,-0.764,0.848
MED37E,AT5G02500.1,0.0101103873718531,0.6301055416595547,0.3259303983330092,0.9095625127957312,0.0693,0.799,0.427,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,-1.2,-0.206,-0.459,-0.0486,-1.52,0.687,-0.778,0.845,-0.319,0.893
MENB,AT1G60550.1,0.5808407983384418,0.48281314406396003,0.2763623262692416,0.2132233875918681,0.713,0.749,0.39,0.846,FALSE,FALSE,FALSE,FALSE,FALSE,-0.126,0.16,-0.271,0.289,-1.2,1.11,-1.35,1.23,-1.08,0.946
Metal-dependent protein hydrolase,AT5G41970.1,0.7260714260896522,0.8064224573360417,0.8939511607206125,0.7784242184149408,0.752,0.838,0.648,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,-0.129,-0.0904,0.0531,-0.104,0.326,-0.413,0.509,-0.427,0.456,-0.323
Metallopeptidase M24 family protein,AT1G09300.1,0.43087459003845574,0.41833009206945093,0.7684871065116456,0.14684583097220102,0.654,0.718,0.616,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,-0.316,0.325,0.127,0.595,0.239,-0.417,0.683,-0.148,0.556,-0.742
MFDX2,AT4G21090.3,0.14200901780717068,0.7132737948154642,0.19153727218042346,0.0690701229340891,0.403,0.82,0.324,0.715,FALSE,FALSE,FALSE,FALSE,FALSE,-0.242,-0.059,-0.231,-0.305,0.313,-0.308,0.324,-0.554,0.555,-0.249
MFP2,AT3G06860.1,0.37278554821797394,0.2928754568655449,0.051855223793571284,0.02170719714993069,0.624,0.631,0.16,0.515,FALSE,FALSE,FALSE,FALSE,FALSE,-0.279,0.331,0.686,0.765,-1.71,1.2,-0.742,1.63,-1.43,0.865
MGP1,AT2G21870.1,0.006504378997957613,0.9822663601535795,0.0685180972049013,0.9846931652912336,0.0512,0.864,0.186,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,-1.54,0.0113,-1.05,0.00979,-3.65,2.72,-3.17,2.72,-2.12,2.71
MIRO1,AT5G27540.2,0.6377124421509117,0.46341314159261926,0.011061672313514376,0.41457215005039194,0.73,0.74,0.0515,0.896,FALSE,FALSE,FALSE,FALSE,FALSE,-0.191,-0.298,1.21,-0.332,-3.15,2.38,-1.75,2.35,-2.96,2.68
MitHPPK/DHPS,AT4G30000.1,0.6467104531929189,0.41530782452624304,0.6150850496822875,0.20468637772525278,0.732,0.716,0.568,0.842,FALSE,FALSE,FALSE,FALSE,FALSE,-0.138,-0.247,-0.164,-0.389,0.282,-0.332,0.256,-0.475,0.42,-0.0857
mitochondrial 28S ribosomal protein S29-related,AT1G16870.1,0.006826641499279462,0.08043696674748399,0.1357452643274424,0.10196529703411497,0.0529,0.267,0.274,0.768,FALSE,FALSE,FALSE,FALSE,FALSE,0.799,0.487,0.444,0.453,-0.128,0.646,-0.483,0.612,-0.927,0.159
Mitochondrial ATP synthase subunit G protein,AT2G19680.2,0.3539580041965661,0.5077072769813004,0.33657040313289266,0.6369970406212047,0.613,0.759,0.434,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,0.211,-0.15,-0.236,-0.106,-1.76,1.73,-2.2,1.77,-1.97,1.88
Mitochondrial ATP synthase subunit G protein.1,AT4G26210.2,0.6705907597510136,0.5803801024527838,0.7783060013756287,0.11818231248228783,0.738,0.785,0.619,0.785,FALSE,FALSE,FALSE,FALSE,FALSE,-0.374,0.487,-0.267,1.42,-0.977,0.597,-0.87,1.53,-0.603,0.11
Mitochondrial glycoprotein family protein,AT2G41600.3,0.10422672531216573,0.17232382440192176,0.023754580340792322,0.04620228536061874,0.339,0.48,0.0948,0.652,FALSE,FALSE,FALSE,FALSE,FALSE,-0.611,-0.508,-0.95,-0.764,-0.396,0.16,-0.735,-0.0958,0.215,0.668
Mitochondrial glycoprotein family protein.4,AT5G02050.1,0.9078172157473937,0.17251829229928078,0.9112105133175018,0.18428414399895302,0.788,0.481,0.652,0.832,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0171,0.206,0.0177,0.2,-0.142,0.186,-0.107,0.18,-0.125,-0.02
Mitochondrial ribosomal protein L37,AT3G01740.1,0.27123165919617354,0.11332272452581629,0.9590468902752538,0.23948630032501167,0.554,0.358,0.662,0.856,FALSE,FALSE,FALSE,FALSE,FALSE,0.436,0.639,-0.0216,0.467,-0.294,0.799,-0.752,0.628,-0.73,0.161
MLS,AT5G03860.2,0.7981494715557967,0.28010073343819286,0.013041389313624191,0.0013961906418278804,0.768,0.619,0.0581,0.141,FALSE,FALSE,FALSE,FALSE,FALSE,0.169,0.724,1.92,2.43,-2.39,1.48,-0.639,3.19,-2.56,0.761
mMDH1,AT1G53240.1,0.4562372336517647,0.7120237760873602,0.6849568425483863,0.7797384853298979,0.666,0.819,0.592,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,-0.117,-0.0575,0.0682,0.0435,0.376,-0.483,0.561,-0.382,0.493,-0.425
mMDH2,AT3G15020.1,0.9300163520714315,0.022764457592947866,0.9329469612427963,0.19305477906750035,0.791,0.0901,0.656,0.837,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0716,-1.99,0.0741,-1.09,0.772,-1.73,0.917,-0.827,0.843,0.259
MOD1,AT2G05990.2,0.19750841340113465,0.1251877011379703,0.9915121692294959,0.004692724181529889,0.48,0.387,0.669,0.242,FALSE,FALSE,FALSE,FALSE,FALSE,0.423,-0.509,-0.00369,-1.01,1.26,-0.904,0.828,-1.41,0.832,-0.395
MORF1,AT4G20020.2,0.8867119270003592,0.7814850185142832,0.667178701539247,0.3707665284362591,0.784,0.834,0.586,0.888,FALSE,FALSE,FALSE,FALSE,FALSE,0.0873,-0.17,-0.285,-0.554,0.529,-0.292,0.157,-0.676,0.442,-0.122
MORF3,AT3G06790.2,0.047358237646438116,0.772341504055931,0.14049197187739249,0.8223161334397864,0.212,0.832,0.279,0.932,FALSE,FALSE,FALSE,FALSE,FALSE,0.467,-0.0647,0.366,0.0502,-0.135,0.245,-0.236,0.36,-0.603,0.31
MORF5,AT1G32580.1,0.12002223225120293,0.1296339727868494,0.12178753164893608,0.08950290631086193,0.367,0.397,0.259,0.751,FALSE,FALSE,FALSE,FALSE,FALSE,1.55,1.51,1.67,1.71,1.7,-0.627,1.81,-0.432,0.143,-2.14
MORF6,AT2G35240.1,0.09767109032201224,0.60294184080583,0.3425152648823626,0.8312027445222517,0.327,0.791,0.438,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,1.12,0.34,0.675,0.139,1.05,-0.297,0.605,-0.498,-0.0702,-0.637
MPC1,AT5G20090.4,0.44615405017526166,0.8857321527111583,0.01728116033071478,0.8413631928526883,0.662,0.851,0.0732,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,-0.315,-0.059,-1.14,-0.0821,-2.25,2.15,-3.08,2.13,-1.94,2.21
MPC4,AT4G22310.1,0.6506826315567664,0.738137882976441,0.08453791734606436,0.4937936477574212,0.733,0.825,0.209,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,-0.136,-0.101,-0.583,-0.207,-1.97,1.88,-2.42,1.77,-1.84,1.98
MPT3,AT5G14040.1,0.01696730406011542,0.8139311463789105,0.04052894188602873,0.6901359235437543,0.106,0.839,0.138,0.924,FALSE,FALSE,FALSE,FALSE,FALSE,-2.29,-0.209,-2.08,-0.355,-4.75,3.51,-4.54,3.37,-2.46,3.72
MS1,AT5G17920.2,0.5518076923455824,0.8563526263104264,0.1228698158470521,0.654582149328666,0.703,0.847,0.26,0.921,FALSE,FALSE,FALSE,FALSE,FALSE,-0.378,-0.114,-1.09,-0.283,-1.19,1.16,-1.9,0.991,-0.812,1.27
MSD1,AT3G10920.1,0.14235803012281079,0.3033231082767929,0.46779492880948137,0.08160750935686766,0.404,0.64,0.507,0.738,FALSE,FALSE,FALSE,FALSE,FALSE,-0.292,-0.202,-0.153,-0.351,0.312,-0.436,0.451,-0.584,0.604,-0.234
MSR4,AT4G25130.1,0.8700724357212788,0.12848565126728456,0.3689622947726895,0.295402724269461,0.781,0.394,0.454,0.872,FALSE,FALSE,FALSE,FALSE,FALSE,0.0209,0.2,-0.125,0.136,0.298,-0.141,0.152,-0.206,0.277,-0.342
MTACP2,AT1G65290.1,0.379423093818943,0.31320075633192196,0.6939762668485248,0.9735451426441926,0.628,0.648,0.594,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,-0.144,-0.165,-0.0688,0.00536,0.0698,-0.242,0.145,-0.0718,0.213,-0.0772
MTX1,AT2G19080.1,0.8780639234704956,0.12995220154982998,0.5791111127419394,0.8852457013189817,0.783,0.397,0.555,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0897,-0.913,0.352,-0.0844,-1.94,1.06,-1.5,1.89,-1.85,1.97
MVP1,AT1G54030.1,0.422741032561887,0.75744608075252,0.963587947064684,0.9798826222219817,0.651,0.829,0.663,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,0.297,0.113,0.0181,-0.00926,-0.692,0.882,-0.971,0.759,-0.989,0.768
NAD-ME2,AT4G00570.1,0.4043483779206095,0.014565708761812256,0.2541446550816299,0.018943654845873886,0.641,0.0578,0.372,0.489,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0995,-0.313,-0.148,-0.299,0.295,-0.4,0.246,-0.386,0.394,-0.087
NAD(P)-binding Rossmann-fold superfamily protein.1,AT3G26770.1,0.028678945087360377,0.03977002631503245,0.07380622409487475,0.19190921269106498,0.157,0.142,0.194,0.836,FALSE,FALSE,FALSE,FALSE,FALSE,-0.329,-0.307,-0.284,-0.188,0.197,-0.443,0.242,-0.324,0.526,-0.136
NAD(P)-binding Rossmann-fold superfamily protein.3,AT5G10730.1,0.5675595998995806,0.5740032474091337,0.18493955528943304,0.6992069053278335,0.708,0.782,0.319,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,-0.138,-0.136,-0.352,-0.0931,-1.56,1.37,-1.77,1.42,-1.42,1.51
Nad7m/49 kDa,ATMG00510.1,0.9203545235110085,0.9394036653784243,0.4533316417316088,0.6498864602374594,0.79,0.859,0.5,0.921,FALSE,FALSE,FALSE,FALSE,FALSE,-0.078,-0.0593,0.637,-0.355,-2.7,2.35,-1.98,2.05,-2.62,2.41
Nad9m/30 kDa,ATMG00070.1,0.02670599408722631,0.950370294602791,0.05236555541967891,0.6612189773234702,0.15,0.86,0.16,0.922,FALSE,FALSE,FALSE,FALSE,FALSE,1.76,0.0462,1.64,-0.326,-0.719,1.42,-0.841,1.04,-2.48,1.37
NADP-ME4,AT1G79750.1,0.9222157035591177,0.015080206227593505,0.2360110787818496,0.08227671956313727,0.79,0.06,0.357,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,0.0155,-0.419,0.208,-0.288,0.184,-0.396,0.377,-0.264,0.169,0.0239
NAI2,AT3G15950.1,0.7610741337233746,0.2817685863289644,0.8995426869348389,0.1761427626022874,0.76,0.62,0.649,0.828,FALSE,FALSE,FALSE,FALSE,FALSE,0.153,-0.549,-0.0685,-0.697,-0.545,0.472,-0.767,0.325,-0.698,1.02
NDB1,AT4G28220.2,0.44585127095036603,0.09285958853610864,0.8570940174291417,0.05728949678251873,0.661,0.304,0.639,0.687,FALSE,FALSE,FALSE,FALSE,FALSE,0.314,-0.714,-0.0796,-0.816,-0.0695,0.0631,-0.463,-0.0394,-0.384,0.777
NDB4,AT2G20800.1,0.6823153514879892,0.23839765773111127,0.20984190128722163,0.23595797633610857,0.741,0.574,0.338,0.854,FALSE,FALSE,FALSE,FALSE,FALSE,0.137,-0.402,0.462,-0.404,-0.192,0.00724,0.133,0.00507,-0.329,0.409
NDT2,AT1G25380.2,0.8891100335683221,0.32757929729091717,0.22615334778568982,0.2237677396234537,0.785,0.66,0.35,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,0.0811,-0.576,-0.775,-0.721,0.0249,0.0744,-0.831,-0.0705,-0.0562,0.651
NDU10/KFYI,AT4G00585.1,0.03486973913549506,0.6588283757839587,0.1737032647898005,0.6536211838787362,0.178,0.807,0.31,0.921,FALSE,FALSE,FALSE,FALSE,FALSE,-0.704,-0.139,-0.473,-0.141,-2.07,1.56,-1.84,1.56,-1.37,1.7
NDU8/B15,AT2G31490.1,0.3066163341759174,0.879226087506015,0.30688634370747314,0.3081917627405956,0.581,0.85,0.413,0.875,FALSE,FALSE,FALSE,FALSE,FALSE,-0.718,-0.105,-0.775,0.716,-1.6,0.935,-1.66,1.76,-0.884,1.04
NDU9/B14.5b,AT4G20150.1,0.017031008348838295,0.18973223649975404,0.0635329934525272,0.1229293174187788,0.107,0.509,0.177,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,-0.598,-0.311,-0.487,-0.369,-2.35,1.84,-2.24,1.79,-1.75,2.15
NIFS1,AT5G65720.3,0.8781232040791807,0.27417228752849176,0.9749582859710626,0.42828520845978546,0.783,0.613,0.665,0.898,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0205,-0.148,-0.00452,-0.107,0.397,-0.438,0.413,-0.397,0.418,-0.29
NIFU4,AT3G20970.1,0.5956449881111059,0.3567977395606555,0.6701857651736103,0.19756324857964572,0.717,0.681,0.587,0.839,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0948,0.166,-0.0821,0.234,0.479,-0.442,0.492,-0.373,0.574,-0.608
NIFU5,AT1G51390.1,0.15157047527514564,0.3063563923282031,0.08393125410997393,0.26195260286736105,0.418,0.643,0.208,0.863,FALSE,FALSE,FALSE,FALSE,FALSE,-0.246,-0.173,-0.325,-0.19,0.468,-0.543,0.389,-0.56,0.714,-0.37
NIR1,AT2G15620.1,0.8071610883003513,0.24408394683067888,0.0565778916481333,0.37798398332439487,0.769,0.581,0.167,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0848,0.412,-0.751,-0.309,1.61,-0.956,0.94,-1.68,1.69,-1.37
NIT3,AT3G44320.1,0.39974530096461736,0.7942362411388759,0.874160772800679,0.0369907933753368,0.639,0.836,0.643,0.614,FALSE,FALSE,FALSE,FALSE,FALSE,-0.364,-0.112,-0.0733,-0.948,-0.491,0.497,-0.2,-0.338,-0.127,0.609
NQR,AT1G49670.1,0.8998068044299742,0.8786608095818988,0.06618279856885981,0.287541569805258,0.786,0.85,0.182,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,0.0316,-0.0383,0.521,-0.271,-2.73,2.45,-2.24,2.22,-2.76,2.49
NTRA,AT2G17420.2,0.0466778154740058,0.3182334830958319,0.05503951907198477,0.08410813590281659,0.211,0.652,0.165,0.743,FALSE,FALSE,FALSE,FALSE,FALSE,-0.797,0.384,-0.828,0.683,-0.781,0.486,-0.811,0.785,0.0164,0.102
Nuclear transport factor 2 (NTF2) family protein,AT5G04830.2,0.3318353366681005,0.7694157435737287,0.671772373294288,0.8760944635590825,0.599,0.831,0.587,0.935,FALSE,FALSE,FALSE,FALSE,FALSE,-0.259,0.0772,-0.121,-0.041,-1.26,1.1,-1.12,0.981,-1,1.02
Nucleotide-diphospho-sugar transferase family protein,AT1G19360.2,0.039914998837367155,0.8522164742094628,0.6767871624332588,0.22517485146933758,0.193,0.846,0.589,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,0.718,-0.0615,0.149,-0.408,0.251,0.247,-0.318,-0.0999,-0.467,0.308
OASC,AT3G59760.3,0.07262024119999358,0.10406893212720614,0.10936617388016508,0.03250463390230961,0.275,0.335,0.244,0.591,FALSE,FALSE,FALSE,FALSE,FALSE,-1.29,-1.16,-1.24,-1.57,-0.235,-0.482,-0.176,-0.89,1.06,0.68
OEP161,AT2G28900.1,0.6233559000194004,0.8133823849532281,0.11321880084811241,0.6751590888263251,0.726,0.839,0.249,0.923,FALSE,FALSE,FALSE,FALSE,FALSE,-0.147,-0.0704,-0.527,-0.125,-1.22,1.16,-1.6,1.1,-1.07,1.23
OOP,AT5G65620.1,0.9011362961769445,0.03659957294612885,0.5886848895065986,0.13420132635468862,0.787,0.132,0.559,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0511,-0.912,0.241,-0.635,0.175,-0.647,0.467,-0.37,0.226,0.265
OPR3,AT2G06050.3,0.3063928479122734,0.08692951625908982,0.6668387329710397,0.5371972555206584,0.581,0.287,0.586,0.911,FALSE,FALSE,FALSE,FALSE,FALSE,-0.595,-1.02,-0.267,-0.356,0.588,-1.38,0.916,-0.716,1.18,-0.361
Optic atrophy 3 protein (OPA3),AT1G28510.1,0.9699232917854912,0.28389017350186874,0.19526701206773558,0.6811419122347745,0.798,0.622,0.327,0.923,FALSE,FALSE,FALSE,FALSE,FALSE,0.0198,-0.57,-0.75,0.216,-0.0679,-0.191,-0.837,0.595,-0.0877,0.379
OTC,AT1G75330.1,0.377594452631396,0.4395124366640366,0.1388669848304295,0.8935808645239056,0.627,0.729,0.278,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.362,-0.316,-0.669,-0.0543,0.422,-0.624,0.115,-0.361,0.784,-0.307
Outer membrane OMP85 family protein,AT3G11070.1,0.16354101679342292,0.8447154406487741,0.061072400978716974,0.9461076231619692,0.436,0.845,0.174,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,-0.457,-0.0627,-0.678,-0.0216,-1.85,1.57,-2.07,1.61,-1.4,1.63
Outer membrane OMP85 family protein.1,AT5G05520.1,0.7835402993178483,0.4443070112993669,0.4381015252751499,0.6983500206701843,0.765,0.731,0.493,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,0.0699,-0.196,-0.215,-0.0988,-1.53,1.4,-1.82,1.5,-1.6,1.6
OVA1,AT3G55400.1,0.4023104432305419,0.3763332522702213,0.37481613243384426,0.67762550264606225,0.64,0.694,0.458,0.923,FALSE,FALSE,FALSE,FALSE,FALSE,0.343,-0.363,0.394,0.169,0.576,-0.724,0.626,-0.192,0.232,-0.361
OVA5,AT3G13490.1,0.45339692564766676,0.06849859508089608,0.8388273125095799,0.4090224887629078,0.665,0.229,0.635,0.895,FALSE,FALSE,FALSE,FALSE,FALSE,-0.229,-0.579,0.0668,0.253,-0.249,-0.393,0.0476,0.439,-0.0192,0.186
OVA6,AT5G52520.1,0.7938011121944054,0.9082612906442624,0.18204198750803804,0.2472717079083882,0.767,0.854,0.317,0.858,FALSE,FALSE,FALSE,FALSE,FALSE,-0.11,-0.0485,-0.621,-0.495,0.28,-0.0327,-0.231,-0.48,0.39,0.0157
P-loop containing nucleoside triphosphate hydrolases superfamily protein.1,AT3G03060.1,0.3037546202317636,0.7373919321613587,0.33122326737647045,0.2866105846055908,0.579,0.825,0.43,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,-0.575,-0.185,-0.586,-0.597,-1.2,0.99,-1.21,0.579,-0.629,1.18
P-loop containing nucleoside triphosphate hydrolases superfamily protein.2,AT3G19740.1,0.4017340793356009,0.035847574086916884,0.09096653970118257,0.1520647130302476,0.64,0.13,0.219,0.813,FALSE,FALSE,FALSE,FALSE,FALSE,0.39,1.03,0.874,0.678,-0.256,0.701,0.228,0.353,-0.645,-0.325
P1/11 kDa,AT1G67350.2,0.2764448518970577,0.2033759353510194,0.10961465116691634,0.771497314166646,0.558,0.529,0.244,0.929,FALSE,FALSE,FALSE,FALSE,FALSE,-0.489,-0.574,-0.79,-0.128,-1.39,0.846,-1.69,1.29,-0.901,1.42
P2/16 kDa,AT2G27730.4,0.49123352591506264,0.8862023992636301,0.8827832129481945,0.8856179502672945,0.681,0.851,0.645,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,0.659,-0.136,0.151,-0.137,-2.3,2.41,-2.81,2.41,-2.96,2.55
P4H7,AT3G28480.1,0.9823135115342432,0.6773859931434103,0.1362285353403176,0.6745799763765279,0.8,0.811,0.275,0.923,FALSE,FALSE,FALSE,FALSE,FALSE,0.00739,0.139,-0.553,-0.14,-0.508,0.748,-1.07,0.468,-0.515,0.609
PBP1,AT3G16420.3,0.17155083727489834,0.8787073098230336,0.2180726454719549,0.9659833526744557,0.447,0.85,0.344,0.939,FALSE,FALSE,FALSE,FALSE,FALSE,-1.57,-0.171,-1.52,0.0479,-4.86,3.78,-4.81,4,-3.28,3.96
PCAP1,AT4G20260.6,0.9564409133635128,0.847685193363638,0.31459204365884014,0.21302039808262446,0.796,0.845,0.419,0.846,FALSE,FALSE,FALSE,FALSE,FALSE,0.0183,-0.0643,-0.368,-0.425,-0.498,0.658,-0.885,0.297,-0.517,0.723
PCMP-H66,AT2G15690.1,0.7892596498599662,0.1075639010227945,0.057031656659438434,0.21620448182056365,0.766,0.344,0.168,0.847,FALSE,FALSE,FALSE,FALSE,FALSE,0.134,0.833,1.08,0.631,0.128,0.0363,1.07,-0.166,-0.0062,-0.797
PDH-E1 ALPHA,AT1G01090.1,0.27324601115560637,0.8655639181604433,0.013684159269308613,0.9772563870336641,0.555,0.848,0.0603,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,-0.402,-0.0611,-1.04,-0.0103,0.578,-0.54,-0.0644,-0.49,0.98,-0.479
PDH-E1 BETA,AT2G34590.1,0.09412103286364422,0.2870938896473771,0.017570908303584303,0.6163481797014685,0.32,0.625,0.0742,0.918,FALSE,FALSE,FALSE,FALSE,FALSE,-0.767,-0.477,-1.22,-0.222,0.056,-0.437,-0.399,-0.182,0.823,0.0396
PDH2,AT5G50850.1,0.6113273902596281,0.06402509935056956,0.2828423127935981,0.03837987139989124,0.722,0.216,0.395,0.621,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0642,-0.244,-0.148,-0.276,0.464,-0.497,0.38,-0.529,0.528,-0.252
PDIL1-1,AT1G21750.2,0.06023934446433695,0.41151605162560556,0.3498170179482877,0.9634653124942412,0.247,0.714,0.442,0.939,FALSE,FALSE,FALSE,FALSE,FALSE,-0.572,-0.24,-0.296,-0.0133,-1.36,0.835,-1.09,1.06,-0.792,1.08
PDIL1-4,AT5G60640.3,0.921828250742451,0.48250692840435605,0.3618738482770585,0.3293497469443526,0.79,0.749,0.45,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,0.0444,0.32,-0.451,0.447,0.021,0.184,-0.474,0.311,-0.0234,-0.136
PDK,AT3G06483.1,0.7072230807281128,0.08404367209495914,0.3800707991368272,0.1805831406039784,0.748,0.278,0.461,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,0.278,-1.33,0.708,-1.01,0.457,-0.983,0.887,-0.667,0.179,0.348
PDSW,AT3G18410.2,0.177998448833118,0.4751464661359399,0.6510093871867587,0.5455513313757208,0.456,0.745,0.581,0.912,FALSE,FALSE,FALSE,FALSE,FALSE,0.805,0.42,0.286,-0.354,-0.271,1.04,-0.791,0.271,-1.08,0.625
PED1,AT2G33150.1,0.07703400124126761,0.289811848377444,0.9113695898903262,0.0028237860942852545,0.284,0.628,0.652,0.199,FALSE,FALSE,FALSE,FALSE,FALSE,-0.457,0.266,0.0298,0.837,-1.68,1.16,-1.19,1.73,-1.22,0.894
Pentatricopeptide repeat-containing protein At2g37230,AT2G37230.1,0.9955691925054555,0.02341319328684036,0.3910401528704587,0.03793750050160412,0.801,0.0923,0.467,0.619,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00117,0.512,-0.197,0.463,-0.504,0.697,-0.7,0.649,-0.503,0.186
Pentatricopeptide repeat-containing protein At3g13150,AT3G13150.1,0.6117282816465544,0.14476601262449768,0.36539470825173526,0.05681499972755978,0.722,0.429,0.452,0.686,FALSE,FALSE,FALSE,FALSE,FALSE,-0.138,0.407,-0.268,0.543,-0.354,0.401,-0.484,0.537,-0.216,-0.00569
"Pentatricopeptide repeat-containing protein At3g13160, mitochondrial",AT3G13160.1,0.9365905529791827,0.20160227400920144,0.8333537572494043,0.13810645093142382,0.792,0.526,0.633,0.803,FALSE,FALSE,FALSE,FALSE,FALSE,0.0399,0.655,-0.114,0.766,-0.185,0.403,-0.339,0.514,-0.225,-0.252
"Pentatricopeptide repeat-containing protein At3g15590, mitochondrial",AT3G15590.2,0.06100677761703343,0.4785897963863649,0.8439979359100696,0.6072606637484048,0.249,0.747,0.636,0.918,FALSE,FALSE,FALSE,FALSE,FALSE,0.977,0.355,0.106,0.257,0.148,0.559,-0.724,0.461,-0.829,0.204
Pentatricopeptide repeat-containing protein At4g38150,AT4G38150.3,0.9586868314725678,0.07267255010747896,0.9731077944182589,0.07747274399122019,0.796,0.243,0.665,0.731,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0163,0.589,-0.0114,0.578,-0.0273,0.218,-0.0225,0.208,-0.011,-0.371
