Locus Identifier	Gene Model Name	Gene Model Description	Gene Model Type	Primary Gene Symbol	All Gene Symbols
AT1G15010	AT1G15010.1	mediator of RNA polymerase II transcription subunit;(source:Araport11)	protein_coding			
AT3G59840	AT3G59840.1	allyl alcohol dehydrogenase-like protein;(source:Araport11)	protein_coding			
AT4G30730	AT4G30730.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G41960	AT2G41960.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G40640	AT5G40640.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G70949	AT1G70949.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G27385	AT1G27385.4	phosphoribosylformylglycinamidine synthase;(source:Araport11)	protein_coding			
AT2G39160	AT2G39160.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G09645	AT1G09645.1	transmembrane protein;(source:Araport11)	protein_coding			
AT2G25250	AT2G25250.1	serine/arginine repetitive matrix-like protein;(source:Araport11)	protein_coding			
AT3G53470	AT3G53470.2	2,3-bisphosphoglycerate-independent phosphoglycerate mutase;(source:Araport11)	protein_coding			
AT5G35870	AT5G35870.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G55830	AT1G55830.2	coiled-coil protein;(source:Araport11)	protein_coding			
AT1G67350	AT1G67350.1	NADH-ubiquinone oxidoreductase;(source:Araport11)	protein_coding			
AT3G09863	AT3G09863.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G17280	AT5G17280.1	oxidoreductase-like protein, amino-terminal protein;(source:Araport11)	protein_coding			
AT2G13660	AT2G13660.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G06475	AT1G06475.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G23245	AT3G23245.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G51020	AT3G51020.1	metal ion-binding protein;(source:Araport11)	protein_coding			
AT2G14700	AT2G14700.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G75335	AT1G75335.1	nucleolar-like protein;(source:Araport11)	protein_coding			
AT4G02725	AT4G02725.1	spindle pole body-associated protein;(source:Araport11)	protein_coding			
AT2G22790	AT2G22790.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G35375	AT1G35375.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G28780	AT2G28780.1	P-hydroxybenzoic acid efflux pump subunit;(source:Araport11)	protein_coding			
AT3G26750	AT3G26750.1	HECT-like ubiquitin-conjugating enzyme (E2)-binding protein;(source:Araport11)	protein_coding			
AT5G19190	AT5G19190.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G15358	AT3G15358.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G61820	AT5G61820.1	stress up-regulated Nod 19 protein;(source:Araport11)	protein_coding			
AT2G38690	AT2G38690.1	gem-associated-like protein;(source:Araport11)	protein_coding			
AT4G23870	AT4G23870.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G35658	AT2G35658.2	transmembrane protein;(source:Araport11)	protein_coding			
AT1G76185	AT1G76185.1	NADH-ubiquinone oxidoreductase chain;(source:Araport11)	protein_coding			
AT5G09876	AT5G09876.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G15265	AT5G15265.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G44860	AT5G44860.1	polyadenylate-binding protein 1-B-binding protein;(source:Araport11)	protein_coding			
AT4G19980	AT4G19980.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G27530	AT4G27530.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G53887	AT1G53887.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G38080	AT5G38080.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G40620	AT5G40620.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G12845	AT1G12845.1	transmembrane protein;(source:Araport11)	protein_coding			
AT2G01400	AT2G01400.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G53630	AT3G53630.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G06545	AT3G06545.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G18790	AT3G18790.1	pre-mRNA-splicing factor ISY1-like protein;(source:Araport11)	protein_coding			
AT1G10530	AT1G10530.1	D-ribose-binding periplasmic protein;(source:Araport11)	protein_coding			
AT5G50175	AT5G50175.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G73970	AT1G73970.1	obscurin-like protein;(source:Araport11)	protein_coding			
AT2G34540	AT2G34540.2	hypothetical protein;(source:Araport11)	protein_coding			
AT5G50610	AT5G50610.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G49930	AT1G49930.1	alanine-tRNA ligase;(source:Araport11)	protein_coding			
AT5G26270	AT5G26270.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G28610	AT5G28610.1	LOW protein: ATP-dependent RNA helicase DRS1-like protein;(source:Araport11)	protein_coding			
AT1G53110	AT1G53110.1	proton pump-interactor;(source:Araport11)	protein_coding			
AT3G13630	AT3G13630.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G08510	AT4G08510.1	mediator of RNA polymerase II transcription subunit-like protein;(source:Araport11)	protein_coding			
AT4G00525	AT4G00525.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G38823	AT2G38823.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G33600	AT4G33600.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G35110	AT5G35110.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G24285	AT2G24285.1	zinc finger, C3HC4 type (RING finger) family protein;(source:Araport11)	protein_coding			
AT3G49744	AT3G49744.1	This gene encodes a small protein and has either evidence of transcription or purifying selection.	protein_coding			
AT4G18500	AT4G18500.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G13260	AT5G13260.1	myosin;(source:Araport11)	protein_coding			
AT1G50660	AT1G50660.1	actin cytoskeleton-regulatory complex pan-like protein;(source:Araport11)	protein_coding			
AT2G05270	AT2G05270.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G27380	AT4G27380.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G64340	AT1G64340.1	Serine/Threonine-kinase;(source:Araport11)	protein_coding			
AT5G46440	AT5G46440.1	PPR containing-like protein;(source:Araport11)	protein_coding			
AT2G10602	AT2G10602.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G60995	AT1G60995.1	S3 self-incompatibility locus-linked pollen protein;(source:Araport11)	protein_coding			
AT3G12010	AT3G12010.1	C18orf8;(source:Araport11)	protein_coding			
AT2G45990	AT2G45990.1	ribosomal RNA small subunit methyltransferase G;(source:Araport11)	protein_coding			
AT4G04423	AT4G04423.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G43148	AT3G43148.1	myosin heavy chain-like protein;(source:Araport11)	protein_coding			
AT5G09270	AT5G09270.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G50080	AT1G50080.1	ribonuclease;(source:Araport11)	protein_coding			
AT4G02040	AT4G02040.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G80700	AT1G80700.1	stress response NST1-like protein;(source:Araport11)	protein_coding			
AT1G68845	AT1G68845.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G70270	AT1G70270.1	transcription factor;(source:Araport11)	protein_coding			
AT1G64140	AT1G64140.1	WRKY transcription factor;(source:Araport11)	protein_coding			
AT3G44440	AT3G44440.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G14455	AT1G14455.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G27620	AT4G27620.1	intracellular protein transporter;(source:Araport11)	protein_coding			
AT3G63040	AT3G63040.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G49800	AT1G49800.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G35500	AT1G35500.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G12930	AT4G12930.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G10930	AT4G10930.1	RING/U-box protein;(source:Araport11)	protein_coding			
AT5G55010	AT5G55010.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G13470	AT5G13470.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G44198	AT2G44198.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G12170	AT2G12170.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G14452	AT3G14452.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G50350	AT1G50350.1	E3 ubiquitin-protein ligase RING1-like protein;(source:Araport11)	protein_coding			
AT2G15960	AT2G15960.1	stress-induced protein;(source:Araport11)	protein_coding			
AT2G03570	AT2G03570.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G35220	AT1G35220.1	FAM91 carboxy-terminus protein;(source:Araport11)	protein_coding			
AT5G04860	AT5G04860.1	splicing factor 3A subunit;(source:Araport11)	protein_coding			
AT3G01516	AT3G01516.1	transmembrane protein;(source:Araport11)	protein_coding			
AT4G21500	AT4G21500.1	transmembrane protein;(source:Araport11)	protein_coding			
AT2G41200	AT2G41200.1	transmembrane protein;(source:Araport11)	protein_coding			
AT2G40711	AT2G40711.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G22750	AT1G22750.4	transmembrane protein;(source:Araport11)	protein_coding			
AT2G43990	AT2G43990.1	GPI-anchored adhesin-like protein;(source:Araport11)	protein_coding			
AT5G49170	AT5G49170.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G44006	AT3G44006.1	This gene encodes a small protein and has either evidence of transcription or purifying selection.	protein_coding			
AT3G01230	AT3G01230.1	splicing regulatory glutamine/lysine-rich-like protein;(source:Araport11)	protein_coding			
AT3G47295	AT3G47295.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G53250	AT1G53250.1	histone-lysine N-methyltransferase, H3 lysine-79 specific-like protein;(source:Araport11)	protein_coding			
AT1G31460	AT1G31460.1	vitellogenin-2 protein;(source:Araport11)	protein_coding			
AT4G14315	AT4G14315.1	transmembrane protein;(source:Araport11)	protein_coding			
AT4G17010	AT4G17010.1	transcription factor IIIB;(source:Araport11)	protein_coding			
AT2G04340	AT2G04340.1	cytoplasmic dynein 2 light intermediate chain;(source:Araport11)	protein_coding			
AT5G17610	AT5G17610.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G03940	AT4G03940.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G72645	AT1G72645.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G61165	AT1G61165.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G64401	AT5G64401.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G35980	AT4G35980.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G53800	AT5G53800.1	nucleic acid-binding protein;(source:Araport11)	protein_coding			
AT3G13435	AT3G13435.1	transmembrane protein;(source:Araport11)	protein_coding			
AT2G20390	AT2G20390.2	cytochrome oxidase complex assembly protein;(source:Araport11)	protein_coding			
AT1G71235	AT1G71235.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G39140	AT5G39140.1	myb-like protein Q;(source:Araport11)	protein_coding			
AT2G28430	AT2G28430.1	zinc finger, C3HC4 type family protein;(source:Araport11)	protein_coding			
AT3G18800	AT3G18800.1	transmembrane protein;(source:Araport11)	protein_coding			
AT2G38430	AT2G38430.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G54880	AT3G54880.1	zinc finger protein;(source:Araport11)	protein_coding			
AT2G22795	AT2G22795.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G50562	AT5G50562.1	This gene encodes a small protein and has either evidence of transcription or purifying selection.	protein_coding			
AT2G41950	AT2G41950.1	DNA-directed RNA polymerase subunit beta;(source:Araport11)	protein_coding			
AT1G73770	AT1G73770.1	coiled-coil protein;(source:Araport11)	protein_coding			
AT5G61710	AT5G61710.1	cotton fiber protein;(source:Araport11)	protein_coding			
AT5G65580	AT5G65580.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G48145	AT1G48145.1	plant mobile domain protein;(source:Araport11)	protein_coding			
AT5G47090	AT5G47090.1	coiled-coil protein;(source:Araport11)	protein_coding			
AT1G01130	AT1G01130.1	CBL-interacting Serine/Threonine-kinase;(source:Araport11)	protein_coding			
AT5G15880	AT5G15880.1	golgin family A protein;(source:Araport11)	protein_coding			
AT5G16250	AT5G16250.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G60783	AT1G60783.1	cyclin-dependent kinase inhibitor SMR2-like protein;(source:Araport11)	protein_coding			
AT1G30260	AT1G30260.1	galactosyltransferase family protein;(source:Araport11)	protein_coding		AGAMOUS-LIKE 79 (AGL79)	
AT4G09784	AT4G09784.1	histone deacetylase;(source:Araport11)	protein_coding			
AT5G27340	AT5G27340.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G44735	AT2G44735.1	transmembrane protein;(source:Araport11)	protein_coding			
AT2G18830	AT2G18830.1	RNA-binding (RRM/RBD/RNP motif) family protein;(source:Araport11)	protein_coding			
AT4G06583	AT4G06583.2	hypothetical protein;(source:Araport11)	protein_coding			
AT1G28630	AT1G28630.4	transcriptional regulator EFH1-like protein;(source:Araport11)	protein_coding			
AT3G62400	AT3G62400.2	cytochrome C oxidase subunit;(source:Araport11)	protein_coding			
AT2G25270	AT2G25270.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G47940	AT5G47940.1	40S ribosomal protein S27;(source:Araport11)	protein_coding			
AT3G55060	AT3G55060.1	CAP-gly domain linker;(source:Araport11)	protein_coding			
AT3G51750	AT3G51750.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G44704	AT3G44704.1	This gene encodes a small protein and has either evidence of transcription or purifying selection.	protein_coding			
AT4G23885	AT4G23885.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G65120	AT5G65120.1	DNA-directed RNA polymerase subunit beta;(source:Araport11)	protein_coding			
AT5G44578	AT5G44578.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G06710	AT3G06710.1	E3 ubiquitin ligase;(source:Araport11)	protein_coding			
AT1G26762	AT1G26762.1	transmembrane protein;(source:Araport11)	protein_coding			
AT4G15563	AT4G15563.1	F-box-like protein;(source:Araport11)	protein_coding			
AT3G42150	AT3G42150.2	transmembrane protein;(source:Araport11)	protein_coding			
AT4G19480	AT4G19480.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G20070	AT2G20070.1	defensin-like protein;(source:Araport11)	protein_coding			
AT5G54970	AT5G54970.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G59460	AT3G59460.1	F-box/LRR protein;(source:Araport11)	protein_coding			
AT1G53285	AT1G53285.1	plant thionin family protein;(source:Araport11)	protein_coding			
AT2G15670	AT2G15670.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G21670	AT1G21670.1	DPP6 amino-terminal domain protein;(source:Araport11)	protein_coding			
AT3G43880	AT3G43880.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G23700	AT5G23700.1	coiled-coil protein;(source:Araport11)	protein_coding			
AT4G18422	AT4G18422.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G27260	AT5G27260.1	Myb/SANT-like DNA-binding domain protein;(source:Araport11)	protein_coding			
AT2G35070	AT2G35070.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G32630	AT1G32630.1	FAM50A-like protein;(source:Araport11)	protein_coding			
AT3G18957	AT3G18957.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G56120	AT5G56120.1	RNA polymerase II elongation factor;(source:Araport11)	protein_coding			
AT5G16090	AT5G16090.1	RAD23 UV excision repair family protein;(source:Araport11)	protein_coding			
AT2G30820	AT2G30820.1	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit;(source:Araport11)	protein_coding			
AT1G15900	AT1G15900.1	transmembrane protein;(source:Araport11)	protein_coding			
AT2G19000	AT2G19000.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G25360	AT5G25360.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G42470	AT5G42470.1	BRCA1-A complex subunit BRE-like protein;(source:Araport11)	protein_coding			
AT3G49305	AT3G49305.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G05770	AT3G05770.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G31981	AT2G31981.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G29280	AT3G29280.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G14095	AT2G14095.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G66420	AT5G66420.2	TIM-barrel signal transduction protein;(source:Araport11)	protein_coding			
AT3G03280	AT3G03280.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G58770	AT3G58770.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G38781	AT4G38781.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G29290	AT1G29290.1	B-cell lymphoma 6 protein;(source:Araport11)	protein_coding			
