"","AGI","description","location_consensus","left","right","direction","encoded","clp1_RNA_log2fc","clp1_RNA_padj","clp1_Protein_membrane_log2fc","clp1_Protein_membrane_padj","clp1_Protein_soluble_log2fc","clp1_Protein_soluble_padj","clp2_RNA_log2fc","clp2_RNA_padj","clp2_Protein_membrane_log2fc","clp2_Protein_membrane_padj","clp2_Protein_soluble_log2fc","clp2_Protein_soluble_padj"
"256","AT2G42210.1","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein;Homologous to pea OEP16 and barley pPORA (OEP16), a member of Arabidopsis OEP16 family.","mitochondrion,cytosol",17590276,17591852,"forward","Nucleus",0.0185219072639787,0.988452154560282,-0.541,0.691,-1.23,0.348,0.143105417566073,0.144055738920728,-0.939,0.787,-1.36,0.491
"257","AT2G42490.1","Copper amine oxidase family protein;","peroxisome",17691407,17695853,"reverse","Nucleus",-0.0111388594127067,0.992999142564193,-0.0951,0.743,0.0778,0.788,-0.193658561810468,0.161837624641755,-0.744,0.364,-0.0288,0.844
"258","AT2G42710.1","Ribosomal protein L1p/L10e family;","mitochondrion",17782308,17785063,"forward","Nucleus",0.0217065483662783,0.956156101149014,0.656,0.124,0.526,0.163,0.132302776855867,0.42468436912645,0.956,0.306,0.552,0.359
"259","AT2G42790.1","citrate synthase 3;Encodes a peroxisomal citrate synthase that is expressed throughout seedling and shoot development.","peroxisome",17801471,17806049,"reverse","Nucleus",0.0177713310134464,0.975437294170446,-0.462,0.259,0.256,0.567,1.08708350920469,5.49851943167984e-22,-0.166,0.836,0.695,0.144
"260","AT2G43090.1","Aconitase/3-isopropylmalate dehydratase protein;","plastid",17918927,17920429,"forward","Nucleus",0.0104179997004266,0.998022334505606,-0.151,0.705,-0.513,0.139,0.144528323287554,0.24035297169755,-0.574,0.586,-0.555,0.312
"261","AT2G43360.1","Radical SAM superfamily protein;Catalyzes the conversion of dethiobiotin to biotin.","mitochondrion",18010751,18013238,"reverse","Nucleus",-0.00799800417759765,0.998022334505606,2.2,3.46e-07,1.8,1.57e-06,0.000931877964643228,0.996912616452948,2.03,0.0244,1.64,0.00332
"262","AT2G44065.1","Ribosomal protein L2 family;","mitochondrion",18228480,18231407,"forward","Nucleus",-0.00149558214950576,0.999108352988235,0.142,0.743,1.5,5.99e-05,0.099771776067291,0.438747929598794,-0.285,0.822,1.54,0.0051
"263","AT2G44350.1","Citrate synthase family protein;encodes a mitochrondrion targeted citrate synthase, the first enzyme of the tricarboxylic acid cycle, catalyzing the condensation of acetyl-CoA and oxaloacetate, finally yielding citrate and CoA.","mitochondrion",18316278,18320789,"forward","Nucleus",0.0586810755756884,0.846146035934012,-0.366,0.0367,-0.368,0.0108,-0.0211282842776423,0.909426453197149,-0.385,0.366,-0.244,0.356
"264","AT2G44525.1"," NADH dehydrogenase ubiquinone 1 alpha subcomplex assembly factor-like protein (DUF498/DUF598) ","mitochondrion",18382070,18383513,"forward","Nucleus",-0.0130889725627207,0.987401041338587,0.884,0.0539,0.593,0.164,-0.120695369565974,0.448013984687949,0.96,0.389,-0.338,0.674
"265","AT2G44525.2"," NADH dehydrogenase ubiquinone 1 alpha subcomplex assembly factor-like protein (DUF498/DUF598) .1","mitochondrion",18382070,18383513,"forward","Nucleus",-0.0130889725627207,0.987401041338587,0.77,0.0966,-0.355,0.505,-0.120695369565974,0.448013984687949,0.846,0.464,-0.335,0.671
"266","AT2G44610.1","RABH1B","golgi",18411426,18414081,"reverse","Nucleus",-0.0184630383258661,0.987401041338587,-0.05,0.784,0.0639,0.812,0.0303603189647329,0.846323776791935,-0.931,0.434,0.0862,0.829
"267","AT2G44610.2","RABH1C","golgi",18411426,18414081,"reverse","Nucleus",-0.0184630383258661,0.987401041338587,-0.499,0.374,0.422,0.434,0.0303603189647329,0.846323776791935,-0.727,0.583,0.393,0.637
"268","AT2G44610.3","RABH1D","golgi",18411426,18414081,"reverse","Nucleus",-0.0184630383258661,0.987401041338587,-0.485,0.496,-0.197,0.75,0.0303603189647329,0.846323776791935,-0.67,0.689,0.274,0.763
"269","AT2G44610.4","RABH1E","golgi",18411426,18414081,"reverse","Nucleus",-0.0184630383258661,0.987401041338587,0.029,0.796,0.0948,0.807,0.0303603189647329,0.846323776791935,-0.524,0.767,0.235,0.787
"270","AT2G45030.1","Translation elongation factor EFG/EF2 protein;","mitochondrion",18572411,18576970,"forward","Nucleus",0.0438159025346383,0.891803283470985,2,0.000499,4.05,2.97e-14,0.216240318713863,0.025694833554805,2.3,0.0542,3.96,3.21e-12
"271","AT2G45060.1","Uncharacterised conserved protein UCP022280;","mitochondrion",18584352,18586776,"reverse","Nucleus",-0.00116888600771903,0.999108352988235,-0.497,0.221,-0.139,0.737,0.0124561036595138,0.958954938427196,-0.563,0.583,-0.0894,0.818
"272","AT2G45290.1","Transketolase;","plastid",18672682,18675906,"forward","Nucleus",0.00444416434223069,0.998022334505606,-0.657,0.36,-0.225,0.741,-0.0485121719488364,0.855295054719635,-1.17,0.452,-0.378,0.721
"273","AT2G45300.1","RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta;encodes 3-phosphoshikimate 1-carboxyvinyltransferase / 5-enolpyruvylshikimate-3-phosphate / EPSP synthase involved in chorismate biosynthesis","plastid",18677311,18680072,"forward","Nucleus",-5.69324961730538e-05,0.998939767660952,-0.2,0.673,-0.384,0.397,-0.0138166572086576,0.188323669600861,-0.716,0.515,-0.385,0.582
"274","AT2G45740.1","peroxin 11D;member of the peroxin11 (PEX11) gene family, integral to peroxisome membrane, controls peroxisome proliferation.","peroxisome",18839716,18841403,"forward","Nucleus",0.0143989933812015,0.98388428624281,-0.00142,0.804,0.155,0.723,1.35553484808836,2.66525881420101e-19,-0.588,0.573,0.325,0.619
"275","AT2G47510.1","fumarase 1;Encodes a mitochondrial-localized protein. The FUM1 gene appears to be essential, suggesting that FUM1 may play a crucial role as a fumarase in the tricarboxylic acid cycle.","mitochondrion",19498412,19502246,"forward","Nucleus",0.00750545647778484,0.98388428624281,-0.317,0.115,-0.2,0.32,0.0415426770223897,0.875793039415374,-0.3,0.575,-0.276,0.327
"276","AT3G01280.1","voltage dependent anion channel 1;Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol.","mitochondrion",85601,87858,"forward","Nucleus",0.0735647387904866,0.760758381038006,-1.88,0.0356,-0.145,0.806,0.178800984041084,0.0207986962498076,-1.59,0.517,-0.622,0.697
"277","AT3G01390.1","vacuolar membrane ATPase 10;Subunit G of the vacuolar membrane ATPAse complex","vacuole",150004,151162,"reverse","Nucleus",0.0169411515721338,0.984115068714682,-0.0183,0.798,-0.153,0.767,0.243611937058687,0.0260103985861288,0.131,0.859,-0.435,0.631
"278","AT3G01740.1","Mitochondrial ribosomal protein L37;","mitochondrion",267821,268838,"forward","Nucleus",-0.00548654603398074,0.99834230144442,0.167,0.734,0.39,0.556,0.103068344849182,0.464741325321229,-0.403,0.791,0.341,0.717
"279","AT3G01790.1","Ribosomal protein L13 family protein;","mitochondrion",283689,285778,"reverse","Nucleus",0.035912451238912,0.798924507567881,-0.348,0.664,0.905,0.151,0.369376405605122,0.0149889255079739,-0.45,0.805,0.782,0.466
"280","AT3G01800.1","Ribosome recycling factor;","mitochondrion",285871,287950,"forward","Nucleus",0.0183466607088792,0.978892720384414,-0.391,0.568,0.251,0.703,0.216199755208971,0.0781100509983551,-0.416,0.787,0.276,0.756
"281","AT3G01910.1","sulfite oxidase;Encodes a homodimeric Mo-enzyme with molybdopterin as organic component of the molybdenum cofactor.  It lacks the heme domain that other eukaryotic Mo-enzymes possess and has no redox-active centers other than the molybdenum.  SO protein has been found in all parts of the plant. The plant SO combines its enzymatic  sulfite oxidation with a subsequent nonenzymatic step using its reaction product H2O2 as intermediate for oxidizing another molecule of sulfite.","peroxisome,mitochondrion",314696,316712,"reverse","Nucleus",0.020864006492215,0.98388428624281,-0.0862,0.776,0.109,0.8,0.0772104359485752,0.194048484147397,-1.41,0.305,-0.251,0.779
"282","AT3G02090.1","Insulinase (Peptidase family M16) protein;","mitochondrion",365549,368911,"forward","Nucleus",0.0372121253850682,0.956156101149014,0.521,0.0335,0.129,0.675,0.102092502180875,0.194767439657211,0.551,0.351,0.107,0.777
"283","AT3G02650.1","Tetratricopeptide repeat (TPR)-like superfamily protein;","mitochondrion",568047,570103,"forward","Nucleus",0.0173375338775129,0.98388428624281,0.87,2.81e-06,0.783,6.42e-07,0.0188461918802006,0.932391655230318,0.683,0.131,0.823,0.000189
"284","AT3G02660.1","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial;","plastid",570134,572345,"reverse","Nucleus",0.0162294086605009,0.9447258221509,0.17,0.75,-0.393,0.642,0.265105530810519,0.187170480814674,0.3,0.838,-0.568,0.632
"285","AT3G02780.1","isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2;Encodes a protein with isopentenyl diphosphate:dimethylallyl diphosphate isomerase activity. There is genetic evidence that it functions in the mevalonate, but not the MEP biosynthetic pathway.","plastid",602433,604684,"reverse","Nucleus",-0.00370785999544079,0.998022334505606,-0.193,0.481,-0.139,0.614,-0.230343648174629,0.318108347351762,-0.0609,0.857,-0.0758,0.798
"286","AT3G03060.1","P-loop containing nucleoside triphosphate hydrolases superfamily protein;","mitochondrion",692056,695648,"forward","Nucleus",0.0189531286520389,0.877483933503731,-0.444,0.631,-0.185,0.783,0.567015208298828,0.00795111833204512,-0.322,0.839,-0.598,0.652
"287","AT3G03070.1","NADH-ubiquinone oxidoreductase-related;","mitochondrion",696299,698156,"reverse","Nucleus",-0.0188289057750068,0.98388428624281,0.375,0.733,-0.323,0.775,0.0670087713890939,0.62055047526574,-0.307,0.859,0.796,0.705
"288","AT3G03100.1","NADH:ubiquinone oxidoreductase, 17.2kDa subunit;","mitochondrion",705399,707650,"reverse","Nucleus",-0.00784188819312121,0.998022334505606,-0.0301,0.792,-0.0613,0.81,-0.0912360291336885,0.504376939954849,-0.461,0.715,-0.516,0.427
"289","AT3G03600.1","ribosomal protein S2;Structural component of the mitochondrial ribosome small subunit","mitochondrion",867660,868578,"reverse","Nucleus",0.0237984404964796,0.970224950517315,0.502,0.544,0.408,0.619,0.249733108249393,0.00855361061541212,0.523,0.781,1,0.29
"290","AT3G04400.1","RPL23C","cytosol,nucleus",1167306,1168546,"forward","Nucleus",0.00430821331123007,0.998939767660952,-0.365,0.506,0.0158,0.833,0.134260433468584,0.221599340593916,-0.131,0.854,0.0438,0.842
"291","AT3G04400.2","RPL23C.1","cytosol,nucleus",1167306,1168546,"forward","Nucleus",0.00430821331123007,0.998939767660952,0.0738,0.777,0.0158,0.834,0.134260433468584,0.221599340593916,0.0304,0.877,0.0438,0.844
"292","AT3G04400.3","RPL23C.2","cytosol,nucleus",1167306,1168546,"forward","Nucleus",0.00430821331123007,0.998939767660952,-0.564,0.261,0.0158,0.833,0.134260433468584,0.221599340593916,-0.861,0.45,0.0438,0.842
"293","AT3G05970.1","long-chain acyl-CoA synthetase 6;encode peroxisomal long-chain acyl-CoA synthetase (LACS) isozymes","peroxisome",1786318,1791802,"reverse","Nucleus",0.0109723867048419,0.992980731736251,-0.441,0.537,0.0203,0.833,0.602320601115003,3.94677132942897e-08,-0.81,0.611,0.285,0.757
"294","AT3G06050.1","peroxiredoxin IIF;Encodes a mitochondrial matrix localized peroxiredoxin involved in redox homeostasis. Knockout mutants have reduced root growth under certain oxidative stress conditions.","mitochondrion",1826073,1827861,"reverse","Nucleus",0.0053206172174512,0.998939767660952,-0.296,0.251,-0.165,0.557,0.068622879689365,0.586463409819131,-0.151,0.806,-0.0467,0.825
"295","AT3G06483.1","pyruvate dehydrogenase kinase;Pyruvate dehydrogenase kinase (PDK) specifically phosphorylates the E1&#945; subunit of the pyruvate dehydrogenase complex (PDC) on a Ser residue using ATP as a phosphate donor.  PDK is a unique type of protein kinase having a His-kinase-like sequence but Ser-kinase activity. Site-directed mutagenesis and structural analysis indicate that PDK belongs to the GHKL superfamily.","mitochondrion",1990416,1992744,"reverse","Nucleus",0.0249105122345836,0.884364783697644,0.00373,0.804,-0.964,0.384,0.267537230296584,0.119372549967086,0.484,0.833,-0.724,0.684
"296","AT3G06790.1","plastid developmental protein DAG, putative;","mitochondrion",2144384,2145776,"reverse","Nucleus",0.0181975668494499,0.970224950517315,0.57,0.306,0.686,0.122,0.268351875747036,0.054780469045837,0.323,0.805,0.801,0.239
"297","AT3G06810.1","acyl-CoA dehydrogenase-related;Encodes a protein with similarity to acyl-CoA dehydrogenases. Mutations in IBR3 render   plants resistant to indole-3-butryic acid, a putative storage form of the biologically active auxin IAA  (indole-3-acetic acid). IBR3 is hypothesized to carry out the second step in a  &#946;-oxidation-like process of IBA metabolism in Arabidopsis.  Though its subcellular location has not been determined, IBR3 has a peroxisomal targeting  sequence and  two other putative IBA metabolic enzymes (IBR1 and IBR10)  can be found in this organelle. No specific enzymatic activity has been  documented for IBR3, but double mutant analyses with CHY1 argue against a role for IBR3 in general fatty  acid &#946;-oxidation.","peroxisome",2146335,2150831,"forward","Nucleus",0.0153245909053989,0.986673363689397,0.0369,0.793,0.0254,0.831,0.0217479237086726,0.910749345210541,-0.414,0.797,-0.0115,0.853
"298","AT3G06850.1","2-oxoacid dehydrogenases acyltransferase family protein;dihydrolipoamide branched chain acyltransferase","mitochondrion",2157974,2160623,"reverse","Nucleus",-0.0453875399015076,0.782598086085222,-0.0459,0.791,-0.459,0.531,-0.062372804966926,0.719235822533016,0.0866,0.87,-0.785,0.388
"299","AT3G06860.1","multifunctional protein 2;Encodes a multifunctional protein. Involved in peroxisomal fatty acid beta oxidation. Loss-of-function mutant lacks hydroxyacyl-CoA dehydrogenase activity and have reduced levels of long-chain enoyl-CoA hydratase activity. The mutant has fewer but larger peroxisomes.","peroxisome",2161869,2166349,"forward","Nucleus",0.00802677200605169,0.990451539929643,-0.279,0.615,0.331,0.544,1.53916831701468,3.35078529934068e-17,0.686,0.584,0.765,0.211
"300","AT3G07480.1","2Fe-2S ferredoxin-like superfamily protein;","mitochondrion",2388952,2389811,"forward","Nucleus",0.0178668592887766,0.97415947121779,-0.65,0.512,-0.35,0.711,0.288738497140876,0.00372801280274857,-1.11,0.615,-0.322,0.783
"301","AT3G07568.1","fanconi anemia group D2 protein;(source:Araport11)","mitochondrion",2416243,2417790,"reverse","Nucleus",0.00559465918535696,0.998022334505606,0.453,0.565,-0.515,0.482,0.0792468615802066,0.659724341317962,-0.177,0.856,0.424,0.699
"302","AT3G07770.1","HEAT SHOCK PROTEIN 89.1;","mitochondrion",2479548,2484194,"forward","Nucleus",-0.00055278963471688,0.998022334505606,0.287,0.072,0.178,0.248,-0.0328583560794965,0.439052668539476,0.335,0.374,0.143,0.594
"303","AT3G08580.1","ADP/ATP carrier 1;mitochondrial ADP/ATP carrier","mitochondrion",2605442,2607573,"reverse","Nucleus",-0.0167065130626511,0.999108352988235,-1.59,0.049,-0.242,0.766,0.0235401711598261,0.864025169056254,-1.79,0.351,-0.387,0.764
"304","AT3G08860.1","PYRIMIDINE 4;Encodes a protein that is predicted to have beta-alanine aminotransferase activity.","mitochondrion",2696559,2699158,"reverse","Nucleus",0.00569371104365342,0.98388428624281,0.255,0.705,-0.259,0.727,0.697371023365064,0.0324136971847156,0.584,0.757,-0.199,0.805
"305","AT3G08940.1","light harvesting complex photosystem II;Lhcb4.2 protein (Lhcb4.2, protein involved in the light harvesting complex of photosystem II","plastid",2717676,2718869,"forward","Nucleus",0.00688772472003326,0.989655330843119,-0.36,0.396,0.0764,0.791,0.34047542387523,0.125576878348047,-1.01,0.174,-0.441,0.406
"306","AT3G08950.1","electron transport SCO1/SenC family protein;Encodes HCC1, homologue of the copper chaperone SCO1 (synthesis of cytochrome c oxidase 1) from the yeast Saccharomyces cerevisiae. SCO1 encodes a mitochondrial protein that is essential for the correct assembly of complex IV in the respiratory chain.  HCC1 is localized in the mitochondrion.  A chimeric yeast Sco1-Arabidopsis HCC1 protein complements yeast Sco1 activity.  Embryos of hcc1 mutants became arrested at various developmental stages, mostly at the heart stage.","mitochondrion",2727215,2729601,"forward","Nucleus",0.0122296324370772,0.986673363689397,-0.19,0.55,-0.0421,0.804,0.285208665679042,0.0663231015800989,-0.29,0.696,-0.00611,0.853
"307","AT3G09260.1","Glycosyl hydrolase superfamily protein;Encodes beta-glucosidase.The major constituent of ER bodies. One of the most abundant proteins in Arabidopsis seedlings. Exist in an soluble (inactive) and non-soluble (active) form, most probably formed in a polymerization process. Involved in the mutualistic interaction between Arabidopsis and the endophytic fungus Piriformospora indica.","endoplasmic,reticulum",2840477,2843781,"reverse","Nucleus",-0.0175438741301878,0.814233920041157,-2.18,0.286,0.0362,0.836,-0.773556589510514,0.00277574147175975,-3.78,0.394,-0.0435,0.853
"308","AT3G09810.1","isocitrate dehydrogenase VI;Encodes a catalytic subunit of the mitochondrially-localized NAD+- dependent isocitrate dehydrogenase","mitochondrion",3008694,3011437,"forward","Nucleus",-0.0232812331574491,0.949504117480265,-0.236,0.344,-0.442,0.0112,-0.244005559994485,0.12876438001809,-0.213,0.737,-0.529,0.0335
"309","AT3G10110.1","TIM22","mitochondrion",3116110,3117671,"forward","Nucleus",0.00543917523967594,0.989686861006954,-0.366,0.648,-0.128,0.798,0.352945011488375,0.14133450385335,-0.00968,0.88,0.09,0.837
"310","AT3G10110.2","TIM22.1","mitochondrion",3116110,3117671,"forward","Nucleus",0.00543917523967594,0.989686861006954,-0.35,0.523,-0.089,0.794,0.352945011488375,0.14133450385335,-0.881,0.418,0.321,0.677
